url,gia_ban,dien_tich_m2,quan_huyen,loai_hinh,nguon_du_lieu
https://batdongsan.vn/1-ban-nha-tran-binh-trong-p5-binh-thanh-61m2-4-tang-7pn-chi-5x-ty-r125171,5900.0,61.0,Quận 1,Nhà riêng,batdongsan
https://batdongsan.vn/nha-mat-tien-kinh-doanh-sam-uat-chu-van-an-gan-truong-can-bo-r125007,16500.0,65.0,Quận Bình Thạnh,Nhà mặt tiền,batdongsan
https://batdongsan.vn/giam-soc-500tr-cuc-gap-ban-nha-5-tang-3pn-4wc-ngang-57m-chi-66-ty-binh-thanh-r125326,6600.0,38.0,Quận 1,Nhà riêng,batdongsan
https://batdongsan.vn/4pn-3-tang-btct-ban-nha-le-van-tho-hem-xe-hoi-p8-go-vap-3x-ty-r124632,3500.0,32.0,Quận Gò Vấp,Nhà phố,batdongsan
https://batdongsan.vn/1-ban-nha-mtkd-benh-vien-q2-le-van-thinh-107m2-ngang-65m-hoan-cong-r124571,6500.0,107.0,Quận 2,Nhà riêng,batdongsan
https://batdongsan.vn/mua-dat-tang-nha-hxh-tinh-lo-43-gia-re-dau-tu-chi-39trm2-r129927,3500.0,92.0,TP. Thủ Đức,Đất,batdongsan
https://batdongsan.vn/ban-nha-hxh-ha-chao-900-tr-pham-phu-thu-p3-q6-65m2-4-tang-gia-re-r130392,5950.0,65.0,Quận 6,Nhà riêng,batdongsan
https://batdongsan.vn/mat-tien-kinh-doanh-pham-the-hien-39x38-p6-chi-8-ty-r130162,8000.0,129.0,Quận 8,Nhà phố,batdongsan
https://batdongsan.vn/ban-nha-huynh-van-banh-p11-ngang-5m-4-tang-btct-6pn-6wc-80m2-gia-135-ty-r129635,1350.0,80.0,Quận 3,Nhà riêng,batdongsan
https://batdongsan.vn/biet-thu-ba-thang-hai-quan-10-8-x-12-hem-o-to-tranh-chi-28-ty-r129855,28000.0,96.0,Quận 10,Biệt thự,batdongsan
https://batdongsan.vn/ban-can-ho-cao-cap-2pn2wc-gan-aeon-binh-duong-r130475,1850.0,65.0,TP. Thủ Đức,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-quang-trung-go-vap-80m2-hxh-lo-goc-ngang-sieu-hiem-gan-5m-nhinh-5-ty-r130429,5800.0,80.0,Quận Bình Thạnh,Nhà riêng,batdongsan
https://batdongsan.vn/mat-tien-phu-loi-biet-thu-45x25-chi-5-ty-55-r130462,5550.0,114.0,Quận 8,Biệt thự,batdongsan
https://batdongsan.vn/ban-nha-le-minh-xuan-p7-tan-binh-r128037,1800.0,80.0,Quận Tân Bình,Nhà riêng,batdongsan
https://batdongsan.vn/nha-mat-tien-duong-vo-van-hat-long-truong-dt-80m-3-tang-gia-tot-r128156,6700.0,80.0,Quận 9,Nhà mặt tiền,batdongsan
https://batdongsan.vn/ban-nha-moi-xay-duong-so-6-linh-xuan-thu-duc-lh-0909428959-r128265,6500.0,250.0,TP. Thủ Đức,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-doi-dien-cong-vien-quan-8-166-m2-6-ty-hop-dong-thue-200-trieunam-r128224,6000.0,151.0,Quận 8,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-rieng-53m2-gia-1-ti-xuan-thoi-thuong-hoc-mon0932162723-r127862,1000.0,53.0,Huyện Hóc Môn,Nhà riêng,batdongsan
https://batdongsan.vn/nha-pho-3-tang-full-noi-that-vi-tri-vang-binh-duong-gia-chi-nhinh-3-ty-r127730,3900.0,60.0,Quận Tân Bình,Nhà phố,batdongsan
https://batdongsan.vn/ban-nha-mat-tien-6-tang-10x20m-gia-91-ty-duong-thoi-an-8-quan12-r127737,9100.0,200.0,Quận 12,Nhà mặt tiền,batdongsan
https://batdongsan.vn/ban-lo-dat-co-day-tro-dt-dat-140m2-hem-o-to-duong-dt43-phuong-binh-chieu-thu-duc-58-ty-r128928,5800.0,140.0,TP. Thủ Đức,Đất,batdongsan
https://batdongsan.vn/nha-hem-2117-pham-the-hien-227m2-ngang-14-chi-7-ty-5-r129305,7500.0,227.0,Quận 8,Căn hộ,batdongsan
https://batdongsan.vn/nha-mat-tien-hem-duong-8m-binh-trung-tay-q2-100m2-ngang-7m-nhinh-7-ty-r129333,7200.0,100.0,Quận 2,Nhà mặt tiền,batdongsan
https://batdongsan.vn/co-hoi-so-huu-lo-dat-tiem-nang-tai-binh-trung-dong-q2-r129206,7500.0,128.0,Quận 2,Đất,batdongsan
https://batdongsan.vn/ban-nha-ngay-cho-tan-hiep-hoc-mon-94m2-xe-hoi-ngu-trong-nha-chi-285-ty-tl-r128877,2850.0,94.0,Huyện Hóc Môn,Nhà riêng,batdongsan
https://batdongsan.vn/1-ban-nha-an-khanh-tran-nao-62m2-4x155m-vuong-2-tang-4-pn-hxh-chi-11x-t-r128683,11800.0,62.0,Quận 2,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-hong-lac-p11-tan-binh-r128687,4800.0,80.0,Quận Tân Bình,Nhà riêng,batdongsan
https://batdongsan.vn/fiato-airport-city-can-ho-chuan-hang-a-dau-tien-lien-ke-san-bay-quoc-te-long-thanh-r128751,1900.0,52.0,Quận Bình Thạnh,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-nat-mat-tien-bong-sao-144m2-ngang-no-hau-xay-6-tang-chi-129-ty-0948769331-r211077,12900.0,160.0,Quận 8,Nhà phố,batdongsan
https://batdongsan.vn/ban-nha-mat-tien-kinh-doanh-do-xuan-hop-phuong-a-dt-144m-gia-tot-r211552,20000.0,144.0,Quận 9,Nhà mặt tiền,batdongsan
https://batdongsan.vn/ban-nha-hem-xe-hoi-10m-ngay-tran-nao-gan-song-140m210x14-5-tang-22pn-42-ty-r208515,42000.0,140.0,Quận 2,Căn hộ,batdongsan
https://batdongsan.vn/ban-dat-gia-tot-kdc-hien-huu-cat-lai-tp-hcm-r208786,6500.0,200.0,Quận 2,Đất,batdongsan
https://batdongsan.vn/dat-dep-hxh-nguyen-van-qua-74m2-xay-5-tang-chi-499-ty-r208605,4990.0,74.0,Quận 12,Đất,batdongsan
https://batdongsan.vn/gia-re-bat-ngo-dat-mt-dong-thanh-chi-375-ty-r208561,3750.0,126.0,Quận Gò Vấp,Đất,batdongsan
https://batdongsan.vn/ban-dat-mat-tien-duong-5x36m-gia-515-ty-duong-dong-thanh-7-r208687,5150.0,180.0,Quận 12,Đất,batdongsan
https://batdongsan.vn/dat-mat-tien-kdc-dai-phuc-vip-5x20-tien-xay-moi-giap-quan-8-0931172218-r208051,9800.0,152.0,Quận 8,Đất,batdongsan
https://batdongsan.vn/nha-mat-tien-biet-thu-kdc-gia-hoa-ngang-8m-be-the-tang-noi-that-0931172218-r208052,12350.0,160.0,Quận 7,Biệt thự,batdongsan
https://batdongsan.vn/ban-cu-xa-dien-luc-thu-duc-ngay-metro-binh-thai-70m2-265-ty-r209438,2650.0,70.0,Quận 1,Căn hộ,batdongsan
https://batdongsan.vn/chinh-chu-ban-sieu-pham-dat-dep-phu-hop-cho-moi-gia-dinh-r209694,1250.0,50.0,Huyện Nhà Bè,Đất,batdongsan
https://batdongsan.vn/ban-nha-cap-4-kien-co-hem-xe-hoi-gia-tot-khu-long-phuoc-r209140,2000.0,120.0,Quận 9,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-2-tang-21m2-nguyen-than-hien-q4-56-ty-so-do-r209194,5699.0,21.0,Quận 4,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-hxh-8m-dle-van-sy-quan-3-ngang-dep-5m26m-chinh-chu-1-doi-xua-nay-lh-giang-giang-r216051,30000.0,129.0,Quận 3,Nhà riêng,batdongsan
https://batdongsan.vn/1422-huynh-tan-phat-phu-my-q7-4x7-m2-chi-990tr-cong-chung-vi-bang-r215866,990.0,28.0,Quận 7,Nhà riêng,batdongsan
https://batdongsan.vn/chinh-chu-ban-biet-thu-mini-khu-tan-tao-gia-tot-gan-khu-ten-lua-san-de-o-to-r217503,7100.0,186.0,Quận 6,Biệt thự,batdongsan
https://batdongsan.vn/dat-nen-kdt-bac-sai-gon-mat-tien-dt741-so-san-tu-239tr-r218199,1139.0,70.0,Quận Tân Bình,Đất,batdongsan
https://batdongsan.vn/nha-ngay-ga-tu-ga-sat-go-vap-pan-phu-dong-tphcm-r218030,2860.0,48.0,Quận Gò Vấp,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-cap-4-mat-tien-duong-8m-phuong-binh-hung-hoa-a-quan-binh-tanchi-66-ty-vi-tri-ly-r217665,6600.0,100.0,Quận Bình Tân,Nhà riêng,batdongsan
https://batdongsan.vn/mt-kinh-doanh-chi-8-ty-900-4-tang-4x165-r217659,5000.0,66.0,Huyện Nhà Bè,Nhà phố,batdongsan
https://batdongsan.vn/lo-dat-nho-gon-tai-dong-thanh-hoc-mon-chi-217-ty-giao-dich-nhanh-gon-r216835,22000.0,217.0,Huyện Hóc Môn,Đất,batdongsan
https://batdongsan.vn/chinh-chu-ban-can-ho-chung-cu-vinh-tuong-tan-tao-a-binh-tan-r213448,2780.0,89.0,Quận Bình Tân,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-hem-100-tran-hung-dao-f-pham-ngu-lao-q1-gia-79-ty-r213200,7900.0,30.0,Quận 1,Nhà riêng,batdongsan
https://batdongsan.vn/ban-dat-mat-tien-nhua-6m-dong-thanh-hoc-mon-10x25m-r212934,7100.0,250.0,Quận 12,Đất,batdongsan
https://batdongsan.vn/dat-ngo-72-binh-loc-tp-hai-duong-mat-434m-gia-1ty4xx-r212904,1450.0,40.0,Quận Tân Bình,Đất,batdongsan
https://batdongsan.vn/ban-2-lo-dat-gia-giam-sau-duong-39-linh-dong-gan-pham-van-dong-vanh-dai-2-r214795,6500.0,76.0,Quận Bình Thạnh,Đất,batdongsan
https://batdongsan.vn/ban-nha-dep-duong-ba-trac-p1-q8-100m2-4pn-nhinh-59-ty-0948769331-r215019,5900.0,100.0,Quận 8,Nhà phố,batdongsan
https://batdongsan.vn/can-ho-dich-vu-le-van-sy-quan-3-dt-65-m2-5x13m-doanh-thu-660-tr-gia-95-ty-r214087,9500.0,231.0,Quận 3,Căn hộ,batdongsan
https://batdongsan.vn/ban-can-nha-3-mat-tien-duong-tran-quang-khai-quan-1-vi-tri-vang-hiem-co-dt-4m19m-lien-he-r214135,28000.0,75.0,Quận 1,Nhà mặt tiền,batdongsan
https://batdongsan.vn/chinh-chu-ban-can-ho-iris-tower-can-goc-dep-59m2-2pn-2wc-da-co-so-hong-r213848,1750.0,59.0,TP. Thủ Đức,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-truong-sa-quan-3-4-x-10m-41-m2-3-tang-8-ty-r214308,8000.0,87.0,Quận 3,Nhà riêng,batdongsan
https://batdongsan.vn/ban-can-ho-thao-dien-green-2pn-88m2-mat-tien-nguyen-van-huong-canh-ga-metro-chi-16-ty-r142575,16000.0,88.0,Quận 2,Căn hộ,batdongsan
https://batdongsan.vn/lo-dat-106m2-full-tho-khong-quy-hoach-hem-xe-hoi-thongnguyen-van-taochi-235-ty-r142452,2400.0,106.0,Quận 7,Đất,batdongsan
https://batdongsan.vn/ban-nha-so-rieng-1-lau-tret-sat-kdc-lavender-tin-khai-r142793,2050.0,85.0,Quận 9,Nhà riêng,batdongsan
https://batdongsan.vn/ban-nha-mat-tien-nguyen-cuu-phu-binh-tan-155m2-4-tang-nhinh-10-ty-r141971,10400.0,155.0,Quận Bình Tân,Nhà mặt tiền,batdongsan
https://batdongsan.vn/3612mban-nha-3-tang3pnle-van-khuonghiep-thanh-q12-nhinh-2-ty-r141911,2190.0,48.0,Quận 12,Nhà phố,batdongsan
https://batdongsan.vn/hang-hiem-ban-can-ho-homyland-3-80m2-2pn-2wc-gia-chi-36-ty-r143520,3654.0,80.0,Quận 2,Căn hộ,batdongsan
https://batdongsan.vn/ban-nha-q10-mat-tien-5-tang-hem-285-dep-nhat-cmt8-4mx16m-nhinh-23-ty-r143437,23600.0,64.0,Quận 10,Nhà riêng,batdongsan
https://batdongsan.vn/nha-mat-tien-le-van-viet-tang-nhon-phu-b-dt-150m-cap-4-r143445,24000.0,150.0,Quận 9,Nhà mặt tiền,batdongsan
https://batdongsan.vn/mat-tien-duong-so-1-kdc-binh-dien-5x16-chi-8-ty-r143769,8000.0,80.0,Quận 8,Nhà phố,batdongsan
https://batdongsan.vn/ban-nha-mat-pho-linh-xuan-thu-duc-92m2-45-ty-so-hong-hoac-nha-mat-pho-92m2-linh-xuan-thu-r143700,4500.0,92.0,TP. Thủ Đức,Nhà mặt tiền,batdongsan
https://batdongsan.vn/ban-nha-3-tang-trong-kdc-hem-xe-hoi-pham-huu-lau-gia-soc-chi-195-ty-r143726,1950.0,25.0,Quận 7,Nhà riêng,batdongsan
https://batdongsan.vn/mat-tien-10m-khu-phan-lo-tam-binh-thu-duc-dt-80m2-52-x-6-4-tang-chi-7ty-r142980,7000.0,80.0,Quận 2,Nhà phố,batdongsan
https://batdongsan.vn/5414mban-nha-2-tang2pn-le-van-tho-p16-go-vap-nhinh-4-ty-r142884,4700.0,83.0,Quận Gò Vấp,Nhà phố,batdongsan
https://batdongsan.vn/thanh-xuan-24-100-dat-tho-cu-khu-hien-huu-ngay-trung-tam-phuong-thanh-xuanq12-880tr-r143250,880.0,20.0,Quận 12,Đất,batdongsan
https://batdongsan.vn/hem-xe-hoiban-nha-2-tang2pn-pham-van-bach-p12-go-vap-nhinh-2-ty-r140714,2690.0,32.0,Quận Gò Vấp,Nhà phố,batdongsan
https://batdongsan.vn/nha-goc-2-mat-tien-duong-898-phu-huu-dt-72m-gia-tot-r140539,4400.0,72.0,Quận 9,Nhà mặt tiền,batdongsan
https://batdongsan.vn/biet-thu-dang-cap-khu-dan-cu-phu-nhuan-vip-bac-nhat-quan-12-mat-tien-duong-nhua-12m-ngang-r139878,8980.0,115.0,Quận 12,Biệt thự,batdongsan
https://batdongsan.vn/ban-nha-4-tang-7x18-duong-8m-thong-to-ky-tan-xuan-hoc-mon-r140107,6000.0,126.0,Huyện Hóc Môn,Nhà riêng,batdongsan
https://batdongsan.vn/gio-hang-noi-bo-eton-park-toa-thap-a1-a2-a3-a6-nhanh-tay-lien-he-em-trang-de-chon-can-dep-nhat-r140203,6500.0,55.0,Quận 2,Shophouse,batdongsan
https://batdongsan.vn/416m-ban-nha-cap-4-hem-6m-lam-thi-hotch-quan-12-nhinh-2-ty-r140014,2000.0,64.0,Quận 12,Nhà phố,batdongsan
https://batdongsan.vn/ban-nha-hem-xe-hoi-60m2-28-bac-trung-my-tay-quan-12-r141829,2800.0,60.0,Quận 12,Nhà riêng,batdongsan
https://batdongsan.vn/biet-thu-132m2-2-tang-51-dang-nhu-lam-thi-tran-nha-be-gia-6-ty-6-r141677,6600.0,132.0,Quận 7,Biệt thự,batdongsan
https://batdongsan.vn/chinh-chu-can-banh-nhanh-dat-60m2-phuong-tan-kieng-quan-7-r141216,10200.0,60.0,Quận 7,Đất,batdongsan
https://batdongsan.vn/ban-nha-mat-tien-tien-lan-9-ba-diem-hoc-mon-72m2-gia-4-ty-tl-r141281,4000.0,72.0,Huyện Hóc Môn,Nhà mặt tiền,batdongsan
https://batdongsan.vn/ban-dat-ngay-benh-vien-thu-duc-mat-tien-duong-so-3-tam-binh-tp-thu-duc-r206100,6000.0,80.0,TP. Thủ Đức,Đất,batdongsan
https://batdongsan.vn/ban-sieu-pham-chdv-vip-2-mat-tien-hxh-thong-d-ton-that-tung-q1-don-luong-khach-tay-luu-tru-r205956,25500.0,76.0,Quận 1,Căn hộ,batdongsan
https://batdongsan.vn/can-tien-gap-chinh-chu-ban-re-nha-dep-dat-rong-gan-truong-dh-binh-duong-lh-0354555640-r205831,2500.0,125.0,Quận 12,Đất,batdongsan
https://batdongsan.vn/cap4-64m-no-hau-nhe-hem-oto-thong-giua-nguyen-anh-thu-cach-20m-ra-mat-tien-duong-gia-chi-r205562,3600.0,88.0,Quận 12,Nhà phố,batdongsan
